sr_no,Dta,Dts,QFE,RF,Q,RH,S,SR,Sx,T
1715,275,20,1006,0,3430,65.2,7,23,10,18.94
1716,277,23,1006.1,0,3432,65,8,19,13,19.09
1717,280,21,1006.2,0,3434,65.4,7,14,10,19.1
1718,268,23,1006.2,0,3436,65.9,7,17,11,19.18
1719,269,18,1006.2,0,3438,66.9,7,8,15,19.24
1720,269,24,1006.3,0,3440,65.1,8,26,12,19.12
1721,277,21,1006.4,0,3442,65.4,9,11,15,19.19
1722,281,22,1006.5,0,3444,66.1,7,22,10,19.19
1723,275,19,1006.5,0,3446,65.8,7,8,11,19.14
1724,275,20,1006.6,0,3448,65.4,8,21,13,19.2
1725,279,22,1006.7,0,3450,64.3,8,17,13,19.14
1726,275,21,1006.7,0,3452,65.1,7,19,11,19.29
1727,275,19,1006.8,0,3454,64.9,8,20,11,19.42
1728,278,19,1006.9,0,3456,64.4,7,16,11,19.44
1729,276,23,1006.9,0,3458,64.6,8,12,12,19.33
1730,277,21,1007,0,3460,64.8,7,22,12,19.34
1731,272,21,1007.1,0,3462,63.9,8,20,15,19.08
1732,272,19,1007.1,0,3464,65.8,7,24,11,18.91
1733,271,18,1007.1,0,3466,66.6,7,18,11,18.97
1734,268,23,1007.1,0,3468,67.6,6,13,9,18.98
1735,273,22,1007.1,0,3470,68.2,6,2,11,18.99
1736,269,19,1007.1,0,3472,68.6,6,17,8,19.06
1737,272,21,1007,0,3474,68.7,5,21,9,19.21
1738,280,16,1007,0,3476,68.9,4,14,7,19.26
1739,285,20,1006.8,0,3478,68.9,5,14,9,19.28
1740,286,16,1006.8,0,3480,68.7,6,13,10,19.39
1741,275,16,1006.7,0,3482,69.4,5,19,9,19.44
1742,259,25,1006.8,0,3484,76.4,7,19,13,18.85
1743,280,15,1006.9,0,3486,80.5,6,30,8,18.37
1744,287,15,1006.9,0,3488,81.2,5,20,7,18.48
1745,292,16,1006.8,0,3490,82.5,4,19,6,18.49
1746,292,14,1006.7,0,3492,83.1,4,13,7,18.44
1747,298,13,1006.6,0,3494,80.1,7,25,11,18.49
1748,299,14,1006.7,0,3496,78.8,6,29,10,18.5
1749,305,15,1006.5,0,3498,78.6,5,8,8,18.33
1750,297,10,1006.4,0,3500,78.8,4,28,6,18.34
1751,298,14,1006.4,0,3502,78.3,4,10,7,18.44
1752,309,12,1006.2,0,3504,78,4,17,7,18.56
1753,307,14,1006.1,0,3506,77.7,5,18,6,18.74
1754,307,16,1006.1,0,3508,77.4,5,9,7,18.84
1755,308,18,1006.1,0,3510,76.5,6,16,10,19.01
1756,300,19,1006.1,0,3512,75.6,6,23,10,19.11
1757,297,16,1006.1,0,3514,76,7,16,13,19.06
1758,289,18,1006.4,0.8,3516,87.4,9,8,16,17.77
1759,251,25,1006.3,0.2,3518,92.9,6,20,9,17.38
1760,274,23,1006.4,0.5,3520,96.2,6,17,9,17.24
1761,270,16,1006.4,0.3,3522,97.5,4,15,6,17.25
1762,269,21,1006.4,0.5,3524,97.6,6,14,9,17.2
1763,288,16,1006.4,0.2,3526,97.7,7,19,12,17.1
1764,262,40,1006.5,0,3528,97.7,7,16,12,16.99
1765,216,28,1006.7,0.3,3530,97.8,7,25,11,16.67
1766,205,28,1006.9,0.2,3532,97.9,6,12,10,16.54
1767,214,30,1007.1,0.3,3534,97.9,6,11,11,16.49
1768,209,24,1007.2,0.2,3536,97.9,5,30,9,16.36
1769,200,29,1007.4,0.3,3538,97.9,6,20,12,16.06
1770,201,28,1007.5,0,3540,98,7,11,11,16.04
1771,191,24,1007.7,0.3,3542,98,7,27,17,15.91
1772,207,34,1007.9,0,3544,98,6,35,10,15.8
1773,203,24,1008.1,0,3546,97.9,6,40,10,15.71
1774,198,17,1008.3,0,3548,98,5,33,8,15.83
1775,185,14,1008.5,0,3550,98,5,36,6,15.96
1776,181,14,1008.7,0,3552,98,5,44,7,16
1777,190,17,1008.9,0.2,3554,97.9,4,52,6,16.09
1778,194,13,1009,0,3556,98,4,97,6,16.2
1779,190,28,1009.1,0,3558,98,5,124,8,16.29
1780,174,15,1009.3,0,3560,98,4,179,7,16.68
1781,168,19,1009.5,0,3562,97.9,6,179,10,16.32
1782,178,26,1009.6,0,3564,97.8,5,267,9,16.68
1783,178,24,1009.7,0,3566,97.7,6,226,11,17.24
1784,173,19,1009.9,0,3568,95.5,6,491,10,17.61
1785,184,20,1009.9,0,3570,89.3,7,293,11,17.27
1786,187,25,1010.1,0,3572,85.1,7,523,12,17.44
1787,179,18,1010.2,0,3574,77.9,7,353,14,17.76
1788,181,22,1010.4,0,3576,72.1,7,473,12,17.96
1789,181,22,1010.4,0,3578,70.5,7,632,12,18.54
1790,171,22,1010.5,0,3580,67.7,7,600,12,18.64
1791,171,19,1010.5,0,3582,67.7,8,648,13,18.9
1792,178,24,1010.6,0,3584,65.8,7,682,12,18.78
1793,178,23,1010.6,0,3586,66.3,7,874,11,19.37
1794,179,25,1010.7,0,3588,67.1,7,952,12,19.46
1795,181,82,1010.7,0,3590,64.1,6,457,9,19.62
1796,172,20,1010.7,0,3592,61.6,8,354,15,19.53
1797,339,86,1010.8,0,3594,61.9,7,170,11,18.89
1798,210,34,1010.9,0,3596,64,5,836,9,18.78
1799,206,35,1011,0,3598,60.7,6,967,13,19.91
1800,191,27,1011,0,3600,58.2,6,737,12,20.5
1801,193,27,1011,0,3602,57.3,6,669,10,20.56
1802,229,29,1011.2,0,3604,52.9,8,933,16,20.53
1803,221,31,1011.3,0,3606,65.5,9,949,16,19.36
1804,225,33,1011.5,0,3608,64.4,10,911,20,19.71
1805,221,37,1011.6,0,3610,60.5,10,786,19,19.45
1806,219,32,1011.7,0,3612,58.2,9,914,18,19.74
1807,222,36,1011.7,0,3614,55.5,8,337,17,20.51
1808,220,31,1011.8,0,3616,53.5,8,838,15,20.03
1809,212,34,1011.9,0,3618,55.6,7,552,13,20.58
1810,235,28,1011.9,0,3620,51.5,10,829,19,20.66
1811,226,32,1012,0,3622,51.8,9,1078,17,21.32
1812,230,30,1012,0,3624,52,10,948,19,21.05
1813,229,30,1012,0,3626,51.8,10,1017,17,20.73
1814,5,83,1012.2,0,3628,51,10,885,21,20.67
1815,225,33,1012.1,0,3630,50.4,9,938,21,20.84
1816,226,30,1012.2,0,3632,50.5,10,802,19,20.7
1817,228,34,1012.2,0,3634,50.8,10,827,20,20.64
1818,228,33,1012.2,0,3636,50.1,9,898,18,21.07
1819,284,93,1012.2,0,3638,49.4,8,916,18,20.8
1820,227,35,1012.2,0,3640,50.1,10,1063,21,21.03
1821,219,35,1012.3,0,3642,48.5,9,1093,21,20.69
1822,214,35,1012.4,0,3644,48,8,1078,17,20.64
1823,216,33,1012.5,0,3646,51.3,8,1020,17,20.85
1824,221,35,1012.5,0,3648,45.9,9,990,19,20.55
1825,221,37,1012.7,0,3650,44.4,10,979,18,20.14
1826,213,33,1012.7,0,3652,47.3,9,956,15,20.41
1827,214,34,1012.7,0,3654,44.6,9,942,18,20.48
1828,223,33,1012.8,0,3656,48.1,9,895,20,20.2
1829,224,31,1012.9,0,3658,47.5,10,912,18,20.01
1830,219,34,1012.9,0,3660,46.9,9,858,18,20.41
1831,211,30,1012.9,0,3662,46.2,8,824,15,19.85
1832,213,34,1013,0,3664,45.2,9,817,19,19.96
1833,208,30,1013,0,3666,43.7,7,777,13,20.41
1834,211,51,1012.9,0,3668,44.2,8,740,16,20.26
1835,212,35,1013,0,3670,41.8,8,707,19,20.66
1836,216,32,1012.9,0,3672,41.2,8,665,18,19.89
1837,212,33,1013,0,3674,43.2,8,625,14,19.79
1838,219,31,1013,0,3676,47.5,9,585,16,19.91
1839,214,33,1013,0,3678,46.6,9,558,19,19.86
1840,218,33,1013,0,3680,45.3,8,529,17,20.05
1841,205,30,1013.2,0,3682,44.3,8,492,15,19.52
1842,214,32,1013.4,0,3684,47.3,9,453,16,19.13
1843,214,36,1013.4,0,3686,51.8,8,426,16,19.41
1844,295,107,1013.4,0,3688,47.5,8,389,15,18.94
1845,213,33,1013.6,0,3690,49.2,8,366,18,18.85
1846,222,35,1013.7,0,3692,49.3,9,321,18,18.64
1847,208,31,1013.8,0,3694,50.3,8,254,14,18.43
1848,156,52,1014,0,3696,52.7,8,252,15,18.44
1849,217,29,1014.2,0,3698,53.2,8,218,16,18.23
1850,211,31,1014.3,0,3700,52.1,8,108,16,18.41
1851,211,32,1014.6,0,3702,52.2,7,118,14,18
1852,217,36,1014.7,0,3704,51.8,8,73,16,17.75
1853,211,29,1014.8,0,3706,51.2,7,65,14,17.57
1854,209,30,1014.9,0,3708,53.5,6,23,10,17.3
1855,204,25,1015.1,0,3710,53.9,6,29,10,17.21
1856,212,31,1015.2,0,3712,54.9,6,24,9,17.15
1857,209,28,1015.3,0,3714,55.8,5,14,8,16.96
1858,198,17,1015.4,0,3716,55.8,5,21,9,16.9
1859,90,72,1015.5,0,3718,55.5,6,21,9,16.86
1860,199,28,1015.6,0,3720,56.8,6,15,12,16.85
1861,197,22,1015.8,0,3722,57.5,6,26,13,16.79
1862,196,21,1015.9,0,3724,58.5,6,15,9,16.64
1863,193,17,1016,0,3726,58.5,6,8,8,16.53
1864,193,22,1016.1,0,3728,59.4,5,24,8,16.35
1865,78,52,1016.3,0,3730,61,5,17,7,16
1866,191,19,1016.5,0,3732,60.8,5,12,9,16.09
1867,190,19,1016.6,0,3734,60.3,5,15,9,16.05
1868,189,16,1016.7,0,3736,60.2,5,26,9,15.98
1869,191,16,1016.8,0,3738,60.4,5,14,9,15.88
1870,189,14,1016.9,0,3740,60.9,5,12,9,15.74
1871,192,15,1017,0,3742,60.3,5,10,9,15.9
1872,195,18,1017,0,3744,60.6,5,26,9,15.76
1873,193,19,1017.1,0,3746,60.8,5,16,9,15.8
1874,188,15,1017.2,0,3748,62.1,5,23,7,15.51
1875,187,18,1017.1,0,3750,60.7,6,14,11,15.68
1876,186,17,1017.2,0,3752,60.3,6,12,9,15.53
1877,182,17,1017.3,0,3754,59.8,6,12,10,15.44
1878,182,21,1017.3,0,3756,55.8,7,19,16,15.62
1879,182,21,1017.4,0,3758,54.6,8,21,14,15.36
1880,181,18,1017.5,0,3760,54.7,7,13,12,14.95
1881,181,20,1017.6,0,3762,54,6,16,12,14.84
1882,177,19,1017.8,0,3764,54.1,7,19,11,14.77
1883,177,17,1017.8,0,3766,54.2,7,16,13,14.63
1884,171,17,1017.9,0,3768,55,6,16,10,14.39
1885,171,18,1017.9,0,3770,55.5,6,27,10,14.29
1886,172,15,1017.9,0,3772,56.7,5,21,10,13.93
1887,173,18,1018,0,3774,58,6,17,9,13.63
1888,170,16,1018.1,0,3776,58.7,5,14,8,13.52
1889,164,13,1018,0,3778,59.5,5,11,9,13.32
1890,167,11,1018.2,0,3780,60.7,4,13,7,13.09
1891,164,14,1018.2,0,3782,61.6,5,12,6,12.94
1892,164,11,1018.3,0,3784,62.7,4,12,6,12.63
1893,162,12,1018.4,0,3786,63.8,4,23,5,12.39
1894,146,12,1018.3,0,3788,63.8,5,8,7,12.63
1895,143,12,1018.3,0,3790,64.3,5,13,6,12.49
1896,150,13,1018.2,0,3792,64.8,5,28,6,12.34
1897,152,11,1018.2,0,3794,65.7,4,17,6,12.12
1898,156,11,1018.2,0,3796,66.5,4,15,6,12.1
1899,151,10,1018.2,0,3798,66.6,4,21,6,12.14
1900,150,11,1018.2,0,3800,66.4,4,28,6,12.09
1901,158,15,1018.2,0,3802,67.4,4,18,6,11.85
1902,153,12,1018.1,0,3804,67.2,5,19,6,12.07
1903,164,15,1018.2,0,3806,67.4,4,20,6,11.71
1904,157,13,1018.2,0,3808,68.2,4,11,7,11.82
1905,165,11,1018.2,0,3810,68.6,4,12,6,11.36
1906,173,11,1018.4,0,3812,69.6,4,22,5,10.93
1907,179,7,1018.4,0,3814,71.1,4,16,5,10.46
1908,181,8,1018.6,0,3816,74.5,4,13,5,9.99
1909,183,4,1018.7,0,3818,76.9,3,15,4,9.61
1910,182,9,1018.9,0,3820,79,3,16,4,9.28
1911,188,8,1019,0,3822,80.9,0,17,3,9
1912,189,1,1019.1,0,3824,82.6,0,11,0,8.89
1913,182,12,1019.2,0,3826,84,0,18,0,8.79
1914,182,5,1019.1,0,3828,85,1,15,3,8.73
1915,186,2,1019.3,0,3830,85.9,1,34,4,8.42
1916,188,0,1019.4,0,3832,87.1,0,36,0,8.36
1917,186,3,1019.5,0,3834,87.9,1,36,4,8.57
1918,181,4,1019.6,0,3836,88.5,1,66,4,8.68
1919,183,2,1019.8,0,3838,88.5,2,102,3,9.14
1920,174,12,1019.8,0,3840,88.5,2,134,3,9.72
1921,179,5,1019.9,0,3842,86.7,3,175,4,10.18
1922,171,13,1019.9,0,3844,83.8,3,211,4,11.76
1923,141,19,1019.8,0,3846,71.1,3,260,5,13.69
1924,131,16,1019.8,0,3848,61.6,4,271,7,14.3
1925,133,16,1019.8,0,3850,58.5,4,326,6,14.76
1926,138,15,1020,0,3852,56.9,5,336,7,15.41
1927,106,14,1020.1,0,3854,51.7,6,397,9,15.94
1928,105,19,1020.2,0,3856,50.1,7,434,12,16.26
1929,111,17,1020.2,0,3858,48.5,8,481,13,16.43
1930,104,13,1020.3,0,3860,47.6,9,520,13,16.91
1931,115,23,1020.5,0,3862,45.2,7,552,11,17.54
1932,98,17,1020.5,0,3864,43.6,8,580,12,17.68
1933,91,14,1020.6,0,3866,42.8,8,640,12,18.26
1934,117,22,1020.6,0,3868,42,6,655,9,18.52
1935,117,28,1020.6,0,3870,41,5,687,8,18.62
1936,113,21,1020.5,0,3872,39.3,5,711,8,18.92
1937,109,33,1020.5,0,3874,38.4,6,734,10,19.04
1938,102,24,1020.5,0,3876,37.8,5,772,9,19.49
1939,100,27,1020.4,0,3878,36.8,6,803,9,19.89
1940,109,39,1020.5,0,3880,36,6,844,11,20.16
1941,79,27,1020.3,0,3882,35.3,4,862,8,19.81
1942,277,74,1020.1,0,3884,34.2,3,886,9,20.75
1943,155,34,1020.1,0,3886,32.3,5,913,7,20.47
1944,164,30,1020,0,3888,32.8,5,947,8,21.34
1945,180,34,1020,0,3890,32.9,5,973,8,21.34
1946,215,38,1019.9,0,3892,32.3,5,992,9,20.96
1947,241,28,1019.9,0,3894,32.7,5,1007,8,21.67
1948,103,30,1019.9,0,3896,32.1,4,1021,7,20.93
1949,87,92,1019.7,0,3898,31.5,4,1028,7,22.22
1950,267,44,1019.6,0,3900,31.4,5,1043,8,22.43
1951,238,35,1019.5,0,3902,31.3,6,1043,9,22.91
1952,221,34,1019.4,0,3904,33.6,6,1042,11,22.24
1953,231,29,1019.5,0,3906,34.7,8,1048,15,22.08
1954,238,32,1019.5,0,3908,35.7,8,1064,14,22.39
1955,219,32,1019.4,0,3910,37.3,7,1070,13,22.1
1956,236,32,1019.3,0,3912,35.7,9,1058,14,22.37
1957,218,29,1019.2,0,3914,36.1,7,1070,12,22.07
1958,226,31,1019.1,0,3916,36.8,9,1072,15,21.9
1959,230,27,1019.1,0,3918,37.3,9,1061,16,21.92
1960,222,37,1019,0,3920,37.6,9,1003,16,21.92
1961,226,32,1019,0,3922,36,9,1064,16,21.34
1962,223,34,1019,0,3924,37.4,9,1013,16,21.65
1963,229,29,1019,0,3926,36.5,9,1007,16,22.37
1964,222,30,1018.9,0,3928,36.8,10,1018,16,21.71
1965,229,28,1018.9,0,3930,38.1,10,1019,18,22.14
1966,231,31,1018.9,0,3932,35.8,10,1008,19,21.87
1967,226,29,1018.7,0,3934,36.6,9,990,18,22.4
1968,223,32,1018.7,0,3936,36.4,9,993,18,21.67
1969,228,32,1018.7,0,3938,35.3,10,981,18,21.61
1970,226,31,1018.7,0,3940,34.4,9,945,18,21.32
1971,218,35,1018.7,0,3942,36.1,10,941,19,21.41
1972,221,28,1018.5,0,3944,37.9,9,910,17,21.05
1973,223,28,1018.5,0,3946,39.2,10,891,17,21.36
1974,220,37,1018.4,0,3948,39.3,9,864,19,20.98
1975,227,30,1018.4,0,3950,40.8,10,825,20,21.22
1976,222,32,1018.3,0,3952,40.6,10,806,20,21
1977,225,29,1018.2,0,3954,45.4,11,770,21,20.71
1978,220,33,1018.1,0,3956,44,10,742,19,20.95
1979,221,36,1018,0,3958,47.5,11,696,19,20.5
1980,222,33,1018,0,3960,47.2,10,665,21,20.98
1981,220,33,1018,0,3962,47,10,625,21,20.5
1982,219,32,1018,0,3964,47.4,11,584,21,20.83
1983,221,33,1018,0,3966,47.4,10,559,18,20.34
1984,154,66,1017.9,0,3968,49.5,8,524,13,20.8
1985,216,31,1017.8,0,3970,47.8,8,473,18,20.11
1986,9,98,1017.9,0,3972,49.3,8,458,16,20.71
1987,204,29,1017.9,0,3974,47.6,8,415,15,20.34
1988,195,26,1017.9,0,3976,47.4,8,381,13,20.34
1989,196,26,1017.8,0,3978,48.7,8,359,15,20.21
1990,171,31,1017.8,0,3980,49.3,8,315,14,20.18
1991,201,33,1017.8,0,3982,49.8,8,283,17,19.74
1992,202,31,1017.9,0,3984,50.8,8,249,13,19.74
1993,202,30,1017.9,0,3986,51.8,7,200,14,19.57
1994,166,96,1017.8,0,3988,51.1,9,163,15,19.52
1995,202,34,1018,0,3990,52.5,7,117,14,19.14
1996,200,29,1018,0,3992,53.7,7,81,14,18.9
1997,202,28,1018.2,0,3994,53.9,7,48,13,18.76
1998,200,27,1018.3,0,3996,54.8,7,27,11,18.56
1999,198,29,1018.5,0,3998,54.9,7,29,11,18.34
2000,197,25,1018.5,0,4000,55.2,7,17,12,18.21
2001,195,24,1018.7,0,4002,55.8,7,18,14,18.08
2002,193,26,1018.8,0,4004,57,7,24,12,17.91
2003,196,26,1018.9,0,4006,58.3,7,20,10,17.77
2004,191,23,1018.9,0,4008,59.6,7,25,13,17.64
2005,194,16,1019,0,4010,60.8,6,26,9,17.54
2006,194,23,1019.1,0,4012,62,6,20,9,17.34
2007,192,21,1019.2,0,4014,62.6,6,13,9,17.31
2008,192,19,1019.3,0,4016,63.2,6,9,9,17.15
2009,189,20,1019.4,0,4018,64,6,21,10,17
2010,188,20,1019.6,0,4020,64.7,6,12,10,16.98
2011,187,16,1019.6,0,4022,65.5,6,13,11,16.88
2012,183,17,1019.7,0,4024,66.2,6,22,10,16.71
2013,185,18,1019.8,0,4026,67.4,6,16,8,16.55
2014,188,21,1019.9,0,4028,68.6,5,19,8,16.46
2015,189,16,1020,0,4030,69.4,5,14,8,16.51
2016,191,14,1020.1,0,4032,69.9,5,5,8,16.3
2017,189,20,1020.2,0,4034,71,5,17,7,16.22
2018,185,12,1020.2,0,4036,72.4,5,11,9,16.17
2019,184,12,1020.1,0,4038,73.1,5,21,7,16.04
2020,189,18,1020.1,0,4040,73.6,5,18,9,15.99
2021,186,14,1020,0,4042,73.6,5,22,8,15.97
2022,181,18,1020,0,4044,71.5,6,17,10,16.29
2023,176,21,1020.1,0,4046,68.2,8,14,12,16.45
2024,173,17,1020,0,4048,67.6,7,17,12,16.19
2025,178,18,1020,0,4050,67.6,6,14,9,15.94
2026,176,15,1020,0,4052,67.3,7,27,10,15.83
2027,180,17,1020.1,0,4054,67.4,7,11,11,15.74
2028,169,20,1020.1,0,4056,67.7,7,18,11,15.65
2029,173,18,1020.1,0,4058,68.5,6,21,11,15.52
2030,174,15,1020,0,4060,69.9,6,27,9,15.21
2031,175,16,1019.8,0,4062,71,5,16,8,15.07
2032,178,18,1019.8,0,4064,72,5,14,8,14.92
2033,184,15,1019.8,0,4066,72.4,6,11,9,14.8
2034,182,15,1019.8,0,4068,72.9,6,20,9,14.66
2035,183,16,1019.9,0,4070,73.4,6,19,9,14.6
2036,185,14,1019.9,0,4072,73.8,5,14,9,14.48
2037,180,15,1019.8,0,4074,73.7,6,18,11,14.42
2038,180,14,1019.7,0,4076,73.6,5,7,9,14.33
2039,180,20,1019.6,0,4078,73.6,6,19,9,14.27
2040,178,14,1019.6,0,4080,73.7,5,34,9,14.22
2041,179,16,1019.7,0,4082,74.1,6,21,10,14.12
2042,182,15,1019.6,0,4084,74.4,6,26,9,14.01
2043,184,15,1019.7,0,4086,74.8,5,11,8,13.93
2044,184,14,1019.7,0,4088,75.3,6,31,9,13.9
2045,185,15,1019.7,0,4090,75.3,6,12,9,13.89
2046,183,18,1019.8,0,4092,75.4,6,15,9,13.87
2047,181,22,1019.8,0,4094,75.7,6,26,8,13.76
2048,181,16,1019.9,0,4096,76.2,5,13,7,13.68
2049,177,17,1019.8,0,4098,76.6,6,19,10,13.76
2050,172,16,1019.9,0,4100,76.1,5,18,9,13.82
2051,173,14,1020.2,0,4102,76.3,5,10,8,13.71
2052,174,13,1020.3,0,4104,76.7,4,29,6,13.55
2053,179,11,1020.5,0,4106,77.3,5,14,7,13.37
2054,176,12,1020.6,0,4108,78,5,26,7,13.37
2055,178,12,1020.7,0,4110,78.2,5,20,6,13.27
2056,178,10,1020.8,0,4112,78.6,4,29,6,13.24
2057,179,12,1020.9,0,4114,78.8,5,15,7,13.24
2058,168,12,1021,0,4116,77.7,5,24,7,13.63
2059,148,15,1021.1,0,4118,74.9,5,23,7,14.29
2060,139,16,1021.2,0,4120,71.4,6,13,8,14.81
2061,128,19,1021.3,0,4122,69.5,5,42,8,15.02
2062,114,15,1021.4,0,4124,67.9,6,68,9,15.44
2063,110,18,1021.5,0,4126,67.1,7,83,11,15.6
2064,111,18,1021.5,0,4128,66.5,7,110,11,15.79
2065,105,16,1021.5,0,4130,65.7,10,108,16,15.93
2066,105,15,1021.7,0,4132,65.4,10,138,17,16.01
2067,108,19,1021.8,0,4134,65,10,170,19,16.16
2068,114,17,1021.9,0,4136,64.2,9,224,17,16.43
2069,113,19,1021.9,0,4138,62.8,9,286,17,16.87
2070,109,18,1021.9,0,4140,61.4,9,309,16,17.27
2071,114,20,1022,0,4142,60.1,8,308,15,17.33
2072,114,21,1021.9,0,4144,59.2,9,336,18,17.66
2073,108,19,1022,0,4146,58.2,10,439,17,18.08
2074,114,20,1021.9,0,4148,57.8,12,416,20,18.16
2075,104,17,1021.9,0,4150,57,11,459,18,18.61
2076,104,16,1021.8,0,4152,56.2,13,436,21,18.73
2077,99,15,1021.7,0,4154,56.1,12,338,19,18.79
2078,116,20,1021.7,0,4156,54.7,10,669,16,19.25
2079,120,18,1021.7,0,4158,52.3,9,636,17,19.86
2080,125,23,1021.6,0,4160,51.3,9,670,14,20.24
2081,121,26,1021.5,0,4162,49.7,9,728,12,20.79
2082,112,21,1021.4,0,4164,47.7,9,758,15,20.79
2083,118,21,1021.3,0,4166,47.3,10,800,16,21.51
2084,118,23,1021.2,0,4168,45.7,9,823,15,22.12
2085,120,21,1021,0,4170,45.1,10,860,16,21.78
2086,102,15,1021,0,4172,44.4,11,879,16,22.45
2087,107,19,1021,0,4174,43.2,10,888,15,22.51
2088,113,22,1020.9,0,4176,40.9,10,915,16,23.12
2089,112,24,1020.8,0,4178,38.6,8,936,17,23.29
2090,120,25,1020.7,0,4180,36.5,8,976,12,24.17
2091,109,23,1020.7,0,4182,37,10,982,15,24.14
2092,103,24,1020.4,0,4184,36.8,9,1005,13,24.55
2093,111,23,1020.3,0,4186,35.5,10,1016,16,24.72
2094,117,29,1020.2,0,4188,33.5,8,1036,13,25.39
2095,114,28,1020,0,4190,32.9,8,1018,13,25.55
2096,99,23,1019.8,0,4192,33.6,9,1027,16,25.6
2097,115,24,1019.8,0,4194,31.3,9,1032,16,25.6
2098,112,24,1019.8,0,4196,30.9,8,1051,12,25.93
2099,124,28,1019.7,0,4198,29.2,8,1050,13,26.45
2100,104,33,1019.7,0,4200,28.8,8,1067,12,26.64
2101,119,21,1019.5,0,4202,26.9,8,1070,13,26.33
2102,125,35,1019.3,0,4204,27.1,6,1066,10,27.53
2103,95,26,1019.1,0,4206,24.7,8,1062,13,27.49
2104,110,29,1019,0,4208,24.5,7,1060,11,28.58
2105,101,39,1018.9,0,4210,24.2,7,1044,15,28.07
2106,128,27,1018.7,0,4212,23.1,7,1046,13,28.1
2107,108,33,1018.5,0,4214,22.3,6,1053,15,28.51
2108,82,20,1018.4,0,4216,24.6,8,1038,15,28.23
2109,59,25,1018.3,0,4218,23.1,7,1020,11,28.13
2110,126,48,1018.2,0,4220,23.1,6,1009,13,28.61
2111,97,41,1018.2,0,4222,23.1,7,993,10,28.87
2112,90,26,1018,0,4224,23,6,972,10,28.84
2113,205,46,1017.9,0,4226,38.1,6,956,12,26.63
2114,264,14,1017.9,0,4228,40.2,7,948,13,26.34
2115,233,29,1017.7,0,4230,41.8,10,931,17,25.92
2116,236,32,1017.7,0,4232,44.4,9,878,17,25.95
2117,240,28,1017.8,0,4234,43.4,11,881,17,25.73
2118,242,26,1017.7,0,4236,43.7,11,845,18,25.48
2119,243,27,1017.6,0,4238,43.3,11,825,16,25.73
2120,235,32,1017.7,0,4240,42.1,9,796,16,24.92
2121,261,37,1017.7,0,4242,44.1,9,707,16,24.67
2122,32,91,1017.6,0,4244,47.6,8,634,16,24.17
2123,43,90,1017.5,0,4246,49.4,8,484,15,23.89
2124,223,33,1017.4,0,4248,48,8,458,18,24.37
2125,219,34,1017.4,0,4250,50.5,9,498,15,23.72
2126,61,104,1017.3,0,4252,52.4,9,389,16,23.52
2127,72,94,1017.3,0,4254,53.5,7,381,13,23.18
2128,220,33,1017.3,0,4256,53.6,7,338,12,23.52
2129,215,33,1017.2,0,4258,53.1,6,401,11,23.43
2130,286,77,1017.4,0,4260,54.6,8,291,14,23.03
2131,216,32,1017.3,0,4262,55.5,7,250,13,22.79
2132,151,95,1017.3,0,4264,57.6,7,221,12,22.61
2133,218,31,1017.2,0,4266,58.6,7,222,11,22.53
2134,216,32,1017.3,0,4268,59,7,156,13,22.38
2135,218,31,1017.4,0,4270,61.3,6,144,10,22.21
2136,221,31,1017.4,0,4272,60.9,6,139,10,22.14
2137,215,29,1017.5,0,4274,60.9,5,107,10,22.1
2138,80,81,1017.4,0,4276,62.2,5,103,7,21.99
2139,299,106,1017.4,0,4278,62.9,4,69,7,21.95
2140,210,20,1017.4,0,4280,61.4,4,73,7,22
2141,210,27,1017.5,0,4282,61.3,5,51,7,21.95
2142,255,62,1017.6,0,4284,61.8,4,38,6,21.82
2143,209,21,1017.6,0,4286,62.6,4,27,6,21.62
2144,204,15,1017.6,0,4288,63.3,4,21,6,21.49
2145,193,16,1017.6,0,4290,64,3,17,6,21.23
2146,203,8,1017.7,0,4292,65,3,8,4,21
2147,200,9,1017.6,0,4294,66,3,30,4,20.77
2148,207,12,1017.7,0,4296,67,3,18,4,20.58
2149,200,7,1017.7,0,4298,67.7,3,18,4,20.37
2150,193,0,1017.7,0,4300,68.4,2,24,4,20.16
2151,193,0,1017.8,0,4302,69.1,0,13,3,19.91
2152,193,0,1017.8,0,4304,69.9,0,24,0,19.67
2153,193,0,1017.9,0,4306,71.9,0,13,0,19.34
2154,193,0,1017.8,0,4308,74.1,0,21,0,19.04
2155,190,2,1017.9,0,4310,75.2,0,8,0,18.86
2156,186,1,1017.9,0,4312,76.2,0,27,2,18.64
2157,166,8,1017.8,0,4314,76.9,1,18,3,18.38
2158,175,6,1017.9,0,4316,77.7,3,13,4,17.91
2159,177,2,1017.9,0,4318,78.8,3,13,4,17.6
2160,152,19,1018.3,0,4320,64.7,6,23,10,19.94
2161,118,18,1018.3,0,4322,50.7,7,8,11,20.82
2162,110,13,1018.3,0,4324,44.7,7,25,11,20.92
2163,110,16,1018.3,0,4326,42,7,14,13,21.14
2164,102,16,1018.1,0,4328,40.7,10,15,20,22.06
2165,100,15,1018.1,0,4330,40.2,13,10,20,22.29
2166,100,16,1018.1,0,4332,40.2,14,18,24,22.25
2167,102,16,1018.1,0,4334,41,14,16,21,21.96
2168,103,17,1018,0,4336,41.5,13,18,19,21.79
2169,104,17,1017.9,0,4338,42.2,12,11,20,21.62
